3.140580899551634e-104	8.87862592029471e-101	2.1393618257052652e-97	4.393650650460638e-94	7.690766977567644e-91	1.147404791409354e-87	1.4590377884748932e-84	1.5813182158948634e-81	1.4607463930310692e-78	1.150093476801247e-75	7.717811727317938e-73	4.4142599531646664e-70	2.1519109714799412e-67	8.941150081210214e-65	3.166396026245332e-62	9.557404864482098e-60	2.4587698297281505e-57	5.391371514111559e-55	1.0075918232228275e-52	1.6049986672172022e-50	2.179065451962825e-48	2.5215789936235004e-46	2.487041495865762e-44	2.0907564053788443e-42	1.4980834322986435e-40	9.149206060485783e-39	4.762652383512686e-37	2.1131789249924068e-35	7.991901347519634e-34	2.5762959764346506e-32	7.0791224961080335e-31	1.6580910131407533e-29	3.310479641344289e-28	5.6342574711597114e-27	8.17441417582522e-26	1.0110281713521193e-24	1.0660331320524941e-23	9.58285605365716e-23	7.344361288013309e-22	4.799191481023507e-21	2.6739891463542047e-20	1.2704390260498055e-19	5.147288585193739e-19	1.7785438971794004e-18	5.2413858427454484e-18	1.3175305527293847e-17	2.8252021933217826e-17	5.168420871019475e-17	8.067429266472141e-17	1.0745717190557985e-16	1.2215673276126017e-16	1.1853459897948906e-16	9.819469553812317e-17	6.945785383835007e-17	4.1959141883880924e-17	2.1651688966459993e-17	9.545790568896134e-18	3.596576517223981e-18	1.1583346494957678e-18	3.1898059539678487e-19	7.512880216444247e-20	1.51389505253592e-20	2.6108146388308886e-21	3.8547822587613893e-22	4.874479993568545e-23	5.281174236792978e-24	4.904366207862888e-25	3.9054231408226156e-26	2.6679237747596855e-27	1.5641879739390328e-28	7.87417743215965e-30	3.404947553309221e-31	1.2652824854859684e-32	4.042140941276189e-34	1.110577142879167e-35	2.62543300454643e-37	5.337681850093343e-39	9.34766512999928e-41	1.4250435093610821e-42	1.2609627098606237e-44	6.854702825432058e-46	1.5393475336863269e-46	4.7458322928463e-46	3.22599711265342e-46	7.961173254961693e-46	1.9729073095776968e-47	4.8467366353086245e-46	2.2759889170968704e-47	4.817520828507044e-47	2.6735826843014568e-46	3.444984590915019e-46	3.735802128527609e-46	1.253881158810481e-46	2.365727620057777e-46	1.6619995769110542e-46	2.3315364684788174e-46	9.498469555189874e-47	7.149496102306448e-47	3.823724954366289e-46	1.5786168428419016e-47	1.8354227581727306e-48
1.7166941614199825e-103	4.859661287544124e-100	1.172558416270149e-96	2.4114506521456822e-93	4.227053515225513e-90	6.315570542937639e-87	8.042718134127658e-84	8.729882406532007e-81	8.076608581294754e-78	6.368901407508762e-75	4.280697673169394e-72	2.452329200327536e-69	1.1974482673333894e-66	4.983656335578945e-64	1.7678779553188506e-61	5.345260296585724e-59	1.3775181829986973e-56	3.0257794092977175e-54	5.6648473096637246e-52	9.039612723670343e-50	1.2294811076045972e-47	1.4252931376967135e-45	1.4083055255556564e-43	1.1860423654851336e-41	8.513628578931643e-40	5.208842847923745e-38	2.7163213533767656e-36	1.2073581849102379e-34	4.574130100857444e-33	1.4770705961614422e-31	4.0655383134802975e-30	9.538135739353443e-29	1.9074059210210246e-27	3.251349142239347e-26	4.724249954553609e-25	5.8514060757965176e-24	6.178124107754164e-23	5.560766945036175e-22	4.2668662110593864e-21	2.791234620052199e-20	1.556738624180609e-19	7.402675348111862e-19	3.001509553099983e-18	1.0377581865108148e-17	3.059769111955259e-17	7.693984997309281e-17	1.6501450034734568e-16	3.018859584459097e-16	4.71150869619637e-16	6.273706687605912e-16	7.128387614080501e-16	6.912294878352397e-16	5.721153153311397e-16	4.042477903646776e-16	2.4388951650507156e-16	1.25662368868423e-16	5.530650217063328e-17	2.0797232325803103e-17	6.683448032536065e-18	1.8360167653210778e-18	4.312781784640464e-19	8.665137944346201e-20	1.4896073641047988e-20	2.191777593338803e-21	2.7612656481322552e-22	2.97970957716854e-23	2.7552967923494633e-24	2.1841017903799265e-25	1.4848207920756965e-26	8.660880446763154e-28	4.3363899891784475e-29	1.864503177761874e-30	6.887350661062526e-32	2.1866216523420774e-33	5.968877614361956e-35	1.4013435032781183e-36	2.8308399546091463e-38	4.926526675191528e-40	7.383180920539305e-42	1.0039732966288144e-43	7.468441461866499e-45	1.9851835320192873e-46	1.7764537058803907e-45	2.4220868225995062e-45	3.554221889873856e-46	5.0879436706803875e-45	1.2096197327972383e-45	7.224306987284027e-46	1.2198491669741596e-45	2.2108940029002502e-45	6.456152589617255e-46	4.35798039919405e-46	3.328666843135534e-45	2.8754345282929996e-46	1.1075242926493022e-45	1.2236059701385064e-45	2.479305078844186e-46	2.861463385703042e-45	7.064290343885428e-46	1.2138488907246218e-45	2.4673766088528317e-45
5.305008495470213e-103	1.364943754112937e-99	3.3026220720531656e-96	6.801915909639203e-93	1.194096455544927e-89	1.7868077590706667e-86	2.2790124037655987e-83	2.477683710792943e-80	2.2960171573993063e-77	1.8135692138859788e-74	1.2210190010119757e-71	7.007117707229958e-69	3.427554820676705e-66	1.4290801861226318e-63	5.078729097287664e-61	1.5384334698202961e-58	3.972157589013194e-56	8.741723429433917e-54	1.639793568560016e-51	2.621811348831951e-49	3.572995093336709e-47	4.1503113808081145e-45	4.10908191002303e-43	3.4675553266724e-41	2.494107726653753e-39	1.5290408838176767e-37	7.989767693465384e-36	3.558440697882655e-34	1.3508140195933745e-32	4.370607443939025e-31	1.2053111566644564e-29	2.833146733707908e-28	5.676147176168646e-27	9.692950996413092e-26	1.410848432063087e-24	1.7503790560875767e-23	1.851049887412515e-22	1.6685794485804198e-21	1.2821201412296163e-20	8.398002228617188e-20	4.6892493301043e-19	2.232173316081906e-18	9.058779644048697e-18	3.134380112311203e-17	9.246984119213149e-17	2.3261886053961594e-16	4.990221808518762e-16	9.12983216792501e-16	1.4246760007932442e-15	1.896386647296243e-15	2.1535118976166877e-15	2.0865786613102375e-15	1.7252518656726842e-15	1.2175019099133123e-15	7.334350390888338e-16	3.772338159678706e-16	1.6569355921759963e-16	6.216459349526462e-17	1.9926320187855365e-17	5.458454597896484e-18	1.27817764865021e-18	2.559295852223585e-19	4.3832378385864627e-20	6.423342595903194e-21	8.057002534281046e-22	8.653572904063093e-23	7.961555005164249e-24	6.277094670122359e-25	4.2428857175432576e-26	2.4597641855984214e-27	1.2236151144898822e-28	5.2252205219880096e-30	1.9162803802218862e-31	6.037929650681557e-33	1.6351581705898706e-34	3.807748252227472e-36	7.62531620635965e-38	1.3126185429537782e-39	1.8793889747964754e-41	2.646660993665676e-43	6.392400356788854e-46	1.9738116978697073e-45	8.707431127905631e-45	1.0510235846609104e-44	5.323476503702208e-45	5.68905469758661e-46	3.2784468110005386e-45	7.817506211680874e-47	4.6518414873922353e-45	3.625911046200176e-45	2.3344414328398444e-45	6.898325669441807e-46	3.086294886353714e-45	2.3453667334831355e-46	1.1322750574619626e-45	2.5154278331024535e-45	5.295897098197319e-46	4.273415122488312e-45	2.912598698777412e-45	4.165846793564198e-46	2.008278073696947e-46
2.515570455979312e-98	2.468866151290504e-99	6.554440104982725e-96	1.3140440247355549e-92	2.3044993841156907e-89	3.4539289862027744e-86	4.412629581445713e-83	4.805398767274343e-80	4.460765905117318e-77	3.5296951856898133e-74	2.3807417014960452e-71	1.3687811469562657e-68	6.70813150512961e-66	2.802295277314689e-63	9.978602964502433e-61	3.0287794075098794e-58	7.8362071846029775e-56	1.728154760083972e-53	3.248595807797686e-51	5.2052633349174906e-49	7.109206882537158e-47	8.276148355226888e-45	8.212230198347907e-43	6.945709342287672e-41	5.0071606341282725e-39	3.07668170987635e-37	1.6113370874502849e-35	7.192828514937538e-34	2.736649968195916e-32	8.874461073253888e-31	2.4528169234497234e-29	5.778116448252473e-28	1.1601217547400696e-26	1.9852524799730339e-25	2.8954922780629567e-24	3.599350642124755e-23	3.81349150083027e-22	3.443669864631634e-21	2.6504842099645333e-20	1.7387643024994235e-19	9.722478240971056e-19	4.633887405194783e-18	1.8826103538164055e-17	6.519873895768902e-17	1.9248746531928044e-16	4.844786616804814e-16	1.0396431009102428e-15	1.9022349820555424e-15	2.967917636694019e-15	3.949024601473776e-15	4.481526536471406e-15	4.338240950432385e-15	3.582714913341781e-15	2.5245688508160874e-15	1.5181354987394258e-15	7.792214499897727e-16	3.4144756237423063e-16	1.2775940099843042e-16	4.0828926017890934e-17	1.1146988604055186e-17	2.600626132120467e-18	5.186250083624971e-19	8.843350081027183e-20	1.2897601370882943e-20	1.6094554446907584e-21	1.7190315288144063e-22	1.5721283662590918e-23	1.231579634166827e-24	8.267685971173405e-26	4.758096686185946e-27	2.3485162264458394e-28	9.9459971895099e-30	3.6155865431404765e-31	1.1286539408861529e-32	3.0266220659833223e-34	6.975234845402618e-36	1.381633239572407e-37	2.3586322271599607e-39	3.455239837490272e-41	4.947371138906855e-43	2.852812652844838e-44	2.1378666917684705e-44	7.648256555844891e-45	9.1357772877123e-46	1.2654513323948213e-45	3.899843396175299e-46	2.849528859179197e-45	1.005408810456674e-44	1.4140725481665406e-44	1.0907334917156541e-44	4.696264841982421e-45	5.634088013674001e-45	3.7587332064932366e-46	2.7630426346090972e-45	4.9932315761514453e-45	3.0135319896072505e-45	4.2272356240300233e-45	1.257587298235002e-44	9.231609275113127e-45	3.910442812166189e-46	1.9483214793752793e-45
6.82602652595044e-89	2.6324376755408142e-89	1.7626317555376294e-89	1.3142282675809921e-89	6.517843104165326e-89	5.06761222367072e-86	6.554229762907188e-83	7.149381226471685e-80	6.648771785308566e-77	5.270840387959034e-74	3.5619480147788934e-71	2.0519354700580616e-68	1.0076447819345187e-65	4.2181090264266146e-63	1.5051970404413145e-60	4.5785971784560504e-58	1.1872249420401414e-55	2.624174389552113e-53	4.9443443884743225e-51	7.941049779353078e-49	1.0871682338485997e-46	1.2687067718272955e-44	1.2620223814123889e-42	1.0700630572722476e-40	7.733623415346814e-39	4.764117308495577e-37	2.5015070809364054e-35	1.1195272326401999e-33	4.270460733461905e-32	1.3884020954976716e-30	3.847241453168962e-29	9.085952649526471e-28	1.828822837430463e-26	3.137231024236735e-25	4.586580786134462e-24	5.714705873012986e-23	6.068152159752172e-22	5.4912768313330135e-21	4.234892985045937e-20	2.7833215305357393e-19	1.5589700734457727e-18	7.44165663451741e-18	3.027371050999142e-17	1.0496287332352693e-16	3.101652756518509e-16	7.811876087122387e-16	1.6770416323341337e-15	3.06891599209267e-15	4.787515888158063e-15	6.367315600795362e-15	7.22047976007159e-15	6.98213002441224e-15	5.758070803541344e-15	4.050371080325428e-15	2.430578695478208e-15	1.2445056657524798e-15	5.437994141930886e-16	2.028265600093816e-16	6.458802953737248e-17	1.756404968204102e-17	4.079946183664753e-18	8.097679441976514e-19	1.3736299044030455e-19	1.9921216966293886e-20	2.470813918750813e-21	2.6217429153619225e-22	2.3807849414809196e-23	1.8509295461178814e-24	1.2324335291653177e-25	7.030862157162552e-27	3.4379095250068655e-28	1.4414191176247877e-29	5.183974578960264e-31	1.5998321194916722e-32	4.238177906807556e-34	9.640783024158857e-36	1.8837866256538067e-37	3.1732198579302817e-39	4.5369790691349764e-41	4.9735282291077535e-43	9.822926764604772e-45	1.718188213360059e-45	6.143062701463548e-45	3.437306966843097e-45	7.405240496949455e-46	1.9716950836235125e-45	1.1816050281372104e-44	6.496217982439524e-45	3.4205292317389466e-46	2.2500491343721377e-45	6.519395086597478e-46	1.7673362744634202e-45	1.1152062563994273e-44	8.464658226741958e-45	4.777600733148944e-45	1.6034515241960366e-45	3.127239195589788e-45	1.4799807242981537e-45	2.0024677757381485e-46	5.009324386815368e-45	5.44548860747952e-46
2.500639405290634e-81	1.6747744043150484e-81	7.063684473824041e-82	6.005460074306135e-82	6.64127708838534e-82	7.807900915552285e-82	1.216501520200978e-81	8.951847701443803e-80	9.313031367207416e-77	7.423813355653415e-74	5.025194740049923e-71	2.9007664382262337e-68	1.4274603425670596e-65	5.988367121081877e-63	2.1416316838098146e-60	6.529374883447215e-58	1.6970196536340942e-55	3.760002172371652e-53	7.101862480841128e-51	1.1434989774038315e-48	1.569547585096328e-46	1.836468882796541e-44	1.831713637565436e-42	1.5573647979728667e-40	1.128690957175593e-38	6.9727497851252766e-37	3.6717166799804e-35	1.6480154324050298e-33	6.304791112398318e-32	2.055829391866275e-30	5.713462720639694e-29	1.3533065229881632e-27	2.7319042348880647e-26	4.699969818794983e-25	6.890847399951232e-24	8.609658246490951e-23	9.166910571876036e-22	8.317112635106964e-21	6.430197855550967e-20	4.2361296377186353e-19	2.377935325813324e-18	1.1373959393831126e-17	4.635555679605478e-17	1.6097977368129512e-16	4.763485771128986e-16	1.2010787466751428e-15	2.580625755231348e-15	4.725032621844941e-15	7.372861181670759e-15	9.805062442535431e-15	1.111440214683993e-14	1.0739616414213438e-14	8.847309185198259e-15	6.214609097582985e-15	3.722756869540771e-15	1.9021271683983585e-15	8.291285978442498e-16	3.0839176229951524e-16	9.789955226387477e-17	2.653148469165519e-17	6.139857206679375e-18	1.2136422415870908e-18	2.0496759234651028e-19	2.9585196697793646e-20	3.6508746660734974e-21	3.8529762652873673e-22	3.478732778561723e-23	2.687963237082726e-24	1.7781078205118894e-25	1.0073535513783813e-26	4.889352977446248e-28	2.0338623934977422e-29	7.2534313171622515e-31	2.2185160221597848e-32	5.821190152538519e-34	1.3108262744676504e-35	2.534327163737932e-37	4.199444447825938e-39	6.011634045962914e-41	9.355975683156049e-43	6.459109854163905e-44	3.195455045569589e-44	1.5194316562470422e-44	9.265759865240913e-46	1.57616367836875e-46	7.72992438841431e-45	5.533519774777175e-45	1.5453920055276964e-44	3.4437174521261615e-45	1.409150135194662e-44	1.0609234659892436e-45	5.4392349890460444e-45	5.0310763521080923e-45	7.197872836168616e-45	2.5234890824917534e-45	6.641095240592404e-45	4.7289214314351016e-45	6.444513969651427e-45	2.269568153420847e-44	9.1153241815071e-47	5.5337032453842823e-45
1.8088516982637174e-74	1.3275249995272347e-74	1.1597350626740234e-74	1.2109637582560138e-74	3.267183647229218e-74	3.0943724071085976e-74	1.9464641523516286e-74	8.106581154667065e-74	3.558516868717914e-74	4.654729005898861e-74	6.846160227914322e-71	3.932043956429209e-68	1.9388509917516454e-65	8.151578371252772e-63	2.9220364534101474e-60	8.929976096308422e-58	2.3266435131615043e-55	5.168119215769049e-53	9.78707144980335e-51	1.5801093556015554e-48	2.1748608793839715e-46	2.552000305853438e-44	2.5528712383514982e-42	2.177053577176014e-40	1.5826809596529343e-38	9.808274991641156e-37	5.181514051445176e-35	2.3333190314663506e-33	8.956376606833104e-32	2.9303365213340194e-30	8.171739048560869e-29	1.9422585095530163e-27	3.9343926036573323e-26	6.792161416247885e-25	9.992601364575763e-24	1.252764088862191e-22	1.3383190092949522e-21	1.2182289609718259e-20	9.448364969271314e-20	6.24342815066086e-19	3.514874171492769e-18	1.6857765209494093e-17	6.88778634595081e-17	2.397386051564106e-16	7.108340409347216e-16	1.7954306340499002e-15	3.8631647647573055e-15	7.081131216947653e-15	1.1057701678754896e-14	1.4711467401221484e-14	1.6676724683494734e-14	1.610916457309101e-14	1.326160369733804e-14	9.305563416863143e-15	5.566539415592341e-15	2.839263387982491e-15	1.2350791003889427e-15	4.583025040663172e-16	1.451062180018617e-16	3.921136050787047e-17	9.04592334140063e-18	1.7821271542811213e-18	2.9991973694439687e-19	4.3131368743785845e-20	5.30211761117975e-21	5.573443479278129e-22	5.011520358563537e-23	3.856053025658366e-24	2.5398110844176038e-25	1.4325250616256943e-26	6.921523220871244e-28	2.865848544814246e-29	1.0171984372256066e-30	3.0960092568689516e-32	8.083086641093434e-34	1.810739922850127e-35	3.480194242937508e-37	5.7515248441542914e-39	7.988002799582624e-41	1.3398985406269097e-42	2.419974615982648e-44	6.337543804617959e-45	1.7100614709205794e-45	2.1735086502632227e-44	7.364748764712819e-45	1.2537582087044328e-45	5.800274921885056e-45	8.343166985296555e-46	7.404685974103569e-45	1.0970163566156832e-45	2.369315949692272e-44	2.51203918793727e-44	1.7387623697813585e-45	1.7383545158057366e-44	4.18240242774018e-45	1.890849531598505e-46	1.0255302241887403e-44	3.26824748051355e-45	1.9332382574862965e-45	4.070224283170281e-45	6.115488587145958e-45
1.8448448554685504e-68	1.8474429740799333e-68	2.0093100215239658e-68	3.2519022599143796e-68	9.889379616487255e-68	8.228663419219138e-68	6.473020563679029e-68	6.5872906204947676e-68	3.4555155083927795e-68	1.627819545936518e-68	9.275619411164885e-69	1.0174103585570083e-67	2.101228868670706e-65	1.0441104572596924e-62	3.6067636929042185e-60	1.0321655432945046e-57	2.697674150683875e-55	6.009616521265673e-53	1.1412441255456508e-50	1.8478694953055017e-48	2.5510492861920202e-46	3.0027320130508857e-44	3.0134140009158814e-42	2.578330558712405e-40	1.8808217906624632e-38	1.1697044868755563e-36	6.201727881608604e-35	2.8031359122023632e-33	1.0800789836282954e-31	3.5475608576570985e-30	9.932262904443248e-29	2.3702246463270758e-27	4.820927151216901e-26	8.356916506624717e-25	1.2345497660547837e-23	1.554135365762434e-22	1.6670771405263114e-21	1.5236197974247723e-20	1.1863639976550234e-19	7.869471947957812e-19	4.4465733208966886e-18	2.1400524686967844e-17	8.77225409793101e-17	3.062368660441054e-16	9.104142796859477e-16	2.304821458261554e-15	4.968672089010198e-15	9.121045751454277e-15	1.425792053938142e-14	1.897980664016978e-14	2.151691289684043e-14	2.077599190811745e-14	1.708799697423791e-14	1.1973885389133422e-14	7.14946120374344e-15	3.638293942090544e-15	1.578381413667189e-15	5.8388837986126e-16	1.8423616945200824e-16	4.959969914536883e-17	1.1396762136130282e-17	2.235772951907996e-18	3.746005651298176e-19	5.362394344330464e-20	6.560805530150186e-21	6.863169886025274e-22	6.14079026702217e-23	4.701314043484345e-24	3.080868155163973e-25	1.7288124360359512e-26	8.310048620935716e-28	3.422912660181525e-29	1.208567767151547e-30	3.6594544476040114e-32	9.501750275821645e-34	2.1144839425899577e-35	4.135657676852749e-37	5.851458167454371e-39	1.3343651300229263e-40	5.741117729381273e-41	4.3617230831519024e-41	4.645977443676559e-41	4.722982624966824e-41	4.5003543234262485e-41	4.746286538243168e-41	4.629270964371378e-41	4.701505341086257e-41	4.554463135859025e-41	4.5821023322727083e-41	4.588711262139252e-41	4.592591643031019e-41	4.4744578709093016e-41	4.627619033076774e-41	4.492202908007073e-41	4.521717701447429e-41	4.4434580377696634e-41	4.5670001375148177e-41	4.5380024798997675e-41	4.4329750311064626e-41	4.600698548873128e-41	4.610736227683467e-41
1.9133402011274803e-63	2.803991348977447e-63	3.6448897069055244e-63	9.046679142136412e-63	1.330855310897513e-62	1.3306595780947803e-62	1.172844719114932e-62	1.8628178388291322e-62	7.506855094160168e-63	2.4620716790879396e-63	1.7109400146874108e-63	2.9878154369664905e-63	7.959586206672318e-63	3.698125138989917e-59	2.6798408797060304e-58	1.9527066747432727e-58	2.739817179993898e-55	6.091881441577399e-53	1.1542245136884823e-50	1.874760090708112e-48	2.59648232205363e-46	3.0663924765923656e-44	3.087973028430334e-42	2.651653294466396e-40	1.941556496746835e-38	1.2121715915140372e-36	6.452791109153893e-35	2.928781184525353e-33	1.133354920339836e-31	3.739088727186309e-30	1.0516339792198304e-28	2.5213749948063118e-27	5.1529492606063585e-26	8.976104972630321e-25	1.3325943276494493e-23	1.6859573074431618e-22	1.817567823541679e-21	1.6694883491363533e-20	1.3063960017207657e-19	8.707873402871658e-19	4.943564007257993e-18	2.3900267882748546e-17	9.838835400731683e-17	3.4483254096867574e-16	1.028833471430453e-15	2.6128134170745438e-15	5.647551745792237e-15	1.0388981072643803e-14	1.6264169403775777e-14	2.166893274361974e-14	2.457013536379044e-14	2.3712552029882274e-14	1.948074015100605e-14	1.362586400676707e-14	8.116105703551068e-15	4.117818288586423e-15	1.7801173027305733e-15	6.558905143626405e-16	2.0604670624939047e-16	5.5209109723899005e-17	1.26221265742113e-17	2.4632136003943666e-18	4.1048183852728413e-19	5.843660811217911e-20	7.109731626792899e-21	7.395656726976642e-22	6.580121625404407e-23	5.0095739320147894e-24	3.264721630758611e-25	1.822087048050404e-26	8.712510757118188e-28	3.565612384969002e-29	1.2566764536793799e-30	3.864188792086836e-32	7.872290136387984e-34	3.9440630256111284e-35	1.4598298154678287e-35	1.0439833751717489e-35	1.0939444791125818e-35	1.0940170969361989e-35	1.093336264274643e-35	1.0934325742947043e-35	1.0934540859363669e-35	1.0933724498019369e-35	1.0934271964302143e-35	1.0933519015984263e-35	1.0934348380737275e-35	1.093418877002828e-35	1.0934010866155284e-35	1.0933908557585843e-35	1.0934101564036032e-35	1.0934194259873374e-35	1.0934418270568338e-35	1.093437849989637e-35	1.0934024094318784e-35	1.093430060550035e-35	1.0934334542441225e-35	1.0934269212158342e-35	1.093381272632209e-35	1.0933958379599682e-35	1.0934155544967137e-35
3.8048681360240134e-59	3.7087673862290333e-59	6.939795508734904e-59	1.0106467993667176e-58	6.503263074077552e-58	3.60616749791124e-58	1.8038611737700994e-58	2.1730568890343003e-58	1.1571859759053636e-58	8.065852351072808e-59	2.2796103122165902e-59	2.4838254912726624e-60	8.258023407336727e-60	2.2315877947001757e-54	5.684932908674272e-53	6.017464300023994e-53	3.369444718164199e-53	6.405728714652347e-53	1.0152931419458706e-50	1.729984767489372e-48	2.4041968140062002e-46	2.8489768720338564e-44	2.879593175900533e-42	2.482259994609908e-40	1.8248707122265783e-38	1.1441393966873594e-36	6.117564465208112e-35	2.7894526232625308e-33	1.0846389712243494e-31	3.5963229060707546e-30	1.016756582771779e-28	2.45094395587682e-27	5.037050118244159e-26	8.824880323144473e-25	1.317918235063399e-23	1.677515250885766e-22	1.8196489887686526e-21	1.681860197702402e-20	1.3243550068901932e-19	8.882916123152557e-19	5.074127126223123e-18	2.4679379642720624e-17	1.0218389677127949e-16	3.6009064739840934e-16	1.0797628902926336e-15	2.754492759058055e-15	5.976798494275468e-15	1.102906410709708e-14	1.730607227374123e-14	2.3089657727629715e-14	2.6193418862186732e-14	2.5266782437941797e-14	2.072767716174267e-14	1.446393154000008e-14	8.587742785696575e-15	4.33986830888608e-15	1.867446588858264e-15	6.845099310357565e-16	2.1383011637699953e-16	5.695354158796623e-17	1.2940321024431442e-17	2.5093073618553816e-18	4.1548714982419024e-19	5.877086006056546e-20	7.105286022252025e-21	7.345813386917265e-22	6.495843705916622e-23	4.9143799720684254e-24	3.193347992290025e-25	1.778842743625293e-26	7.993419211322574e-28	3.51967866268436e-29	3.3854031148635896e-30	4.669814046255964e-31	5.498924784273569e-31	5.872641595018401e-31	5.814271985915422e-31	5.810739735181288e-31	5.811997460333616e-31	5.811971271614796e-31	5.811955774754402e-31	5.811957010096279e-31	5.811958553468329e-31	5.811958838675537e-31	5.811956536990257e-31	5.811957743898145e-31	5.811957606961616e-31	5.811957862623484e-31	5.811958075386919e-31	5.811957331637858e-31	5.811957488388107e-31	5.81195684198693e-31	5.811957862870143e-31	5.811956864401763e-31	5.811958388407596e-31	5.8119576507615425e-31	5.8119588343818085e-31	5.811958285523516e-31	5.811956636501563e-31	5.8119570905524165e-31	5.811957345972615e-31
